trade_id,timestamp,trade_date,strategy,ticker,side,quantity,price
99,2026-01-20 09:46:00,2026-01-20,HEALTH,PSB,SELL,192,33.75
100,2025-10-31 15:28:00,2025-10-31,CORE,WAS,BUY,385,189.32
101,2026-01-30 15:03:00,2026-01-30,HEALTH,KBJ,BUY,13,64.6
102,2025-12-11 12:02:00,2025-12-11,HEALTH,XCK,BUY,134,247.83
103,2025-11-05 14:03:00,2025-11-05,CORE,KXL,SELL,481,205.7
104,2025-10-21 09:45:00,2025-10-21,TMT,SEJ,SELL,81,209.56
105,2025-10-06 13:55:00,2025-10-06,TMT,KBJ,BUY,565,67.28
106,2025-10-13 13:52:00,2025-10-13,CORE,VQW,BUY,663,55.52
107,2026-01-20 11:18:00,2026-01-20,HEALTH,QPE,SELL,233,208.81
108,2025-12-02 12:40:00,2025-12-02,HEALTH,AFN,BUY,179,215.65
109,2025-12-15 15:43:00,2025-12-15,TMT,GFY,SELL,762,110.12
110,2025-10-17 10:15:00,2025-10-17,HEALTH,QPD,BUY,775,117.15
111,2025-12-01 11:35:00,2025-12-01,HEALTH,XCK,SELL,390,233.52
112,2025-12-24 09:59:00,2025-12-24,TMT,QPD,SELL,553,127.48
113,2025-12-02 10:48:00,2025-12-02,HEALTH,PSB,BUY,91,37.0
114,2025-12-17 11:23:00,2025-12-17,HEALTH,CWP,SELL,722,35.2
115,2025-10-31 14:03:00,2025-10-31,HEALTH,USN,SELL,55,106.37
116,2025-11-27 14:54:00,2025-11-27,TMT,SEJ,SELL,268,256.28
117,2025-11-12 13:49:00,2025-11-12,HEALTH,QCL,BUY,30,54.86
118,2025-10-27 13:51:00,2025-10-27,CORE,LYW,BUY,126,50.52
119,2026-01-26 14:52:00,2026-01-26,CORE,YIC,SELL,14,174.48
120,2025-11-20 11:39:00,2025-11-20,CORE,WAS,BUY,761,198.04
121,2025-10-29 14:35:00,2025-10-29,HEALTH,SEJ,BUY,202,225.6
122,2026-01-27 12:27:00,2026-01-27,CORE,VQW,BUY,738,50.81
123,2025-11-18 15:53:00,2025-11-18,CORE,KBJ,BUY,141,57.71
124,2025-12-25 13:43:00,2025-12-25,TMT,NCB,SELL,543,152.36
125,2026-01-19 13:56:00,2026-01-19,CORE,FGY,BUY,90,154.04
126,2026-01-09 15:18:00,2026-01-09,CORE,SIE,BUY,574,189.78
127,2025-12-23 09:48:00,2025-12-23,CORE,FGY,BUY,131,154.85
128,2025-10-20 13:24:00,2025-10-20,HEALTH,ZJO,BUY,78,110.15
129,2026-02-03 10:36:00,2026-02-03,TMT,VAU,BUY,209,194.13
130,2026-01-30 12:31:00,2026-01-30,HEALTH,AFQ,BUY,82,73.63
131,2025-12-22 15:50:00,2025-12-22,CORE,GGO,BUY,411,77.26
132,2025-11-14 13:02:00,2025-11-14,TMT,YIC,SELL,537,235.8
133,2025-10-10 11:32:00,2025-10-10,HEALTH,LYW,BUY,602,49.71
134,2025-11-17 12:53:00,2025-11-17,HEALTH,ZNZ,BUY,371,211.35
135,2025-12-24 13:15:00,2025-12-24,CORE,RVU,SELL,561,232.18
136,2025-11-18 12:07:00,2025-11-18,CORE,SEJ,SELL,375,254.21
137,2025-11-07 13:54:00,2025-11-07,CORE,FGY,SELL,462,163.03
138,2025-10-13 10:09:00,2025-10-13,HEALTH,VQW,BUY,472,55.52
139,2025-12-19 15:23:00,2025-12-19,TMT,FAI,BUY,750,129.91
140,2026-01-01 12:56:00,2026-01-01,CORE,AFN,SELL,174,219.11
141,2026-01-01 14:54:00,2026-01-01,HEALTH,QAH,SELL,60,159.66
142,2025-11-04 15:45:00,2025-11-04,CORE,GPX,BUY,556,32.09
143,2026-01-16 11:54:00,2026-01-16,CORE,SEJ,BUY,653,262.6
144,2025-12-02 15:13:00,2025-12-02,CORE,RVU,BUY,392,217.92
145,2025-11-13 13:15:00,2025-11-13,TMT,KBJ,SELL,321,57.16
146,2026-01-26 09:44:00,2026-01-26,HEALTH,GGO,SELL,28,85.16
147,2025-12-08 14:06:00,2025-12-08,HEALTH,OFP,SELL,415,126.75
148,2025-12-17 09:45:00,2025-12-17,HEALTH,CQU,BUY,262,36.36
149,2025-12-05 11:02:00,2025-12-05,TMT,GPX,SELL,298,31.89
150,2026-01-22 13:14:00,2026-01-22,CORE,AFN,SELL,86,208.23
151,2025-11-28 15:15:00,2025-11-28,CORE,ZNZ,SELL,196,222.76
152,2025-10-27 15:31:00,2025-10-27,HEALTH,XWH,SELL,745,132.69
153,2025-10-16 15:05:00,2025-10-16,CORE,KXL,SELL,374,205.81
154,2025-11-24 10:48:00,2025-11-24,CORE,KBJ,BUY,796,55.28
155,2026-01-07 15:53:00,2026-01-07,CORE,SEJ,BUY,195,253.6
156,2025-12-24 11:03:00,2025-12-24,TMT,QAH,BUY,182,156.84
157,2025-10-15 13:48:00,2025-10-15,HEALTH,QPE,BUY,503,250.84
158,2025-11-11 15:12:00,2025-11-11,CORE,QPE,BUY,642,233.8
159,2025-12-24 13:59:00,2025-12-24,CORE,CWP,BUY,774,33.25
160,2025-12-05 15:27:00,2025-12-05,CORE,XWH,SELL,89,127.75
161,2025-12-16 10:20:00,2025-12-16,HEALTH,KBJ,SELL,86,57.57
162,2025-10-10 12:42:00,2025-10-10,CORE,QAH,BUY,120,176.37
163,2025-11-07 12:03:00,2025-11-07,TMT,FGY,BUY,340,162.56
164,2025-12-17 12:06:00,2025-12-17,CORE,XWH,BUY,790,118.56
165,2025-10-17 13:12:00,2025-10-17,HEALTH,RVU,BUY,287,236.3
166,2025-11-26 12:05:00,2025-11-26,HEALTH,ZNZ,SELL,471,220.87
167,2025-11-12 09:41:00,2025-11-12,CORE,GPX,BUY,588,30.34
168,2026-01-22 12:36:00,2026-01-22,TMT,GCH,SELL,19,251.67
169,2026-02-03 12:18:00,2026-02-03,CORE,QCL,SELL,460,59.13
170,2025-11-19 14:41:00,2025-11-19,CORE,ZQO,SELL,193,176.44
171,2025-11-18 10:30:00,2025-11-18,CORE,GPX,SELL,656,31.12
172,2025-12-05 11:11:00,2025-12-05,HEALTH,YIC,BUY,173,217.17
173,2025-10-28 10:53:00,2025-10-28,CORE,PSB,BUY,690,35.66
174,2025-12-18 15:54:00,2025-12-18,TMT,NCB,SELL,411,140.49
175,2026-01-15 15:31:00,2026-01-15,CORE,KBJ,BUY,774,66.45
176,2025-12-26 13:08:00,2025-12-26,CORE,XWH,BUY,466,118.5
177,2025-12-29 15:48:00,2025-12-29,HEALTH,NCB,SELL,71,150.76
178,2025-11-11 12:09:00,2025-11-11,CORE,XWH,SELL,395,131.3
179,2025-12-15 11:33:00,2025-12-15,TMT,VAU,SELL,220,181.81
180,2025-12-16 10:02:00,2025-12-16,TMT,QPD,SELL,739,131.5
181,2025-12-30 09:48:00,2025-12-30,CORE,QJJ,SELL,16,68.44
182,2025-11-05 13:07:00,2025-11-05,HEALTH,FHC,SELL,266,208.02
183,2025-10-03 15:10:00,2025-10-03,CORE,VAU,SELL,472,171.55
184,2025-10-02 11:40:00,2025-10-02,TMT,XWH,SELL,574,136.8
185,2026-01-28 10:41:00,2026-01-28,TMT,RNG,SELL,59,45.21
186,2026-01-26 10:19:00,2026-01-26,CORE,SIE,BUY,168,186.6
187,2025-12-05 10:54:00,2025-12-05,HEALTH,AFN,BUY,137,220.11
188,2026-01-07 15:07:00,2026-01-07,HEALTH,QAH,BUY,268,158.46
189,2025-11-13 14:36:00,2025-11-13,HEALTH,NCB,SELL,757,125.19
190,2025-11-12 14:34:00,2025-11-12,HEALTH,GGO,BUY,151,78.0
191,2025-10-16 10:41:00,2025-10-16,TMT,OFP,BUY,329,145.92
192,2025-10-02 09:51:00,2025-10-02,CORE,LYW,BUY,471,48.64
193,2025-10-22 14:35:00,2025-10-22,TMT,RNG,SELL,331,41.41
194,2025-12-04 13:38:00,2025-12-04,CORE,SEJ,SELL,70,262.22
195,2025-12-22 10:21:00,2025-12-22,CORE,FGY,BUY,728,149.31
196,2025-11-26 15:37:00,2025-11-26,HEALTH,FGY,SELL,295,155.31
197,2025-11-24 12:17:00,2025-11-24,CORE,XWH,BUY,197,133.06
198,2025-12-12 10:39:00,2025-12-12,HEALTH,WAS,SELL,681,214.73
199,2025-11-05 12:50:00,2025-11-05,CORE,VQW,SELL,466,51.02
200,2025-11-13 15:24:00,2025-11-13,HEALTH,RNG,SELL,752,41.91
201,2025-11-26 14:09:00,2025-11-26,TMT,RVU,BUY,99,222.55
202,2026-01-01 12:03:00,2026-01-01,HEALTH,OFP,SELL,696,121.84
203,2025-10-06 10:42:00,2025-10-06,HEALTH,SIE,BUY,101,167.68
204,2025-12-24 12:34:00,2025-12-24,CORE,WAS,BUY,111,231.17
205,2025-11-26 13:23:00,2025-11-26,CORE,ZNZ,SELL,86,222.68
206,2025-12-04 12:09:00,2025-12-04,CORE,AFQ,SELL,154,81.2
207,2025-12-25 12:11:00,2025-12-25,CORE,WIR,BUY,104,66.4
208,2025-10-24 15:28:00,2025-10-24,CORE,OFP,BUY,249,144.2
209,2025-11-26 12:13:00,2025-11-26,TMT,WIR,SELL,746,71.05
210,2025-10-06 15:33:00,2025-10-06,TMT,WAS,BUY,611,198.57
211,2026-01-15 12:18:00,2026-01-15,CORE,FGY,BUY,640,159.21
212,2025-11-17 12:10:00,2025-11-17,HEALTH,QAH,SELL,480,180.47
213,2026-01-05 14:50:00,2026-01-05,TMT,RNG,SELL,323,46.5
214,2026-01-19 15:43:00,2026-01-19,HEALTH,FTR,SELL,242,207.48
215,2025-12-11 15:48:00,2025-12-11,HEALTH,ZNZ,SELL,233,228.79
216,2025-11-20 11:43:00,2025-11-20,CORE,KBJ,SELL,732,55.08
217,2025-10-30 10:28:00,2025-10-30,CORE,XWH,SELL,244,131.07
218,2025-11-10 11:26:00,2025-11-10,HEALTH,QCL,SELL,670,55.63
219,2025-10-15 13:03:00,2025-10-15,HEALTH,KBJ,SELL,580,62.52
220,2025-11-24 15:34:00,2025-11-24,TMT,KFZ,BUY,325,75.32
221,2025-12-15 11:14:00,2025-12-15,TMT,FAI,SELL,798,143.2
222,2025-12-12 12:52:00,2025-12-12,HEALTH,XWH,BUY,234,126.81
223,2026-02-03 14:57:00,2026-02-03,CORE,OFP,BUY,793,119.64
224,2025-10-30 12:23:00,2025-10-30,TMT,QPE,SELL,386,247.89
225,2025-10-15 10:20:00,2025-10-15,TMT,CQU,BUY,328,42.53
226,2026-01-02 10:02:00,2026-01-02,CORE,XWH,BUY,558,121.66
227,2025-11-27 14:25:00,2025-11-27,CORE,QJJ,BUY,775,77.32
228,2025-10-02 09:57:00,2025-10-02,TMT,QPD,BUY,132,110.74
229,2026-02-03 11:07:00,2026-02-03,TMT,RVU,BUY,216,208.79
230,2026-01-20 13:17:00,2026-01-20,CORE,QJJ,SELL,219,70.4
231,2025-12-29 15:23:00,2025-12-29,CORE,WIR,BUY,668,71.85
232,2025-10-08 12:37:00,2025-10-08,HEALTH,FGY,SELL,312,141.43
233,2025-10-14 11:56:00,2025-10-14,TMT,ZNZ,BUY,573,223.02
234,2025-10-16 10:47:00,2025-10-16,CORE,FGY,SELL,547,147.48
235,2026-01-06 09:51:00,2026-01-06,TMT,FAI,BUY,563,121.94
236,2025-11-26 14:23:00,2025-11-26,TMT,FGY,SELL,766,155.58
237,2025-10-21 11:14:00,2025-10-21,TMT,AFN,BUY,423,199.2
238,2025-12-08 11:25:00,2025-12-08,HEALTH,QJJ,SELL,681,73.85
239,2025-12-30 10:56:00,2025-12-30,CORE,WAS,SELL,633,225.72
240,2025-11-28 14:58:00,2025-11-28,HEALTH,CQU,SELL,455,43.03
241,2025-12-11 10:56:00,2025-12-11,HEALTH,GCH,SELL,513,256.58
242,2025-11-28 10:54:00,2025-11-28,HEALTH,QPD,BUY,731,130.53
243,2025-12-10 12:16:00,2025-12-10,TMT,LYW,SELL,464,43.81
244,2025-10-23 10:24:00,2025-10-23,HEALTH,KFZ,BUY,117,86.1
245,2025-12-05 13:20:00,2025-12-05,CORE,LYW,SELL,332,46.23
246,2025-10-29 13:36:00,2025-10-29,TMT,YIC,SELL,262,242.39
247,2026-01-13 11:02:00,2026-01-13,CORE,AFN,BUY,12,209.8
248,2025-12-12 12:24:00,2025-12-12,TMT,OFP,BUY,587,131.14
249,2025-10-13 13:02:00,2025-10-13,CORE,WIR,SELL,349,61.39
250,2025-12-03 11:44:00,2025-12-03,TMT,QPD,BUY,218,125.52
251,2025-11-13 15:28:00,2025-11-13,TMT,QCL,SELL,85,54.48
252,2025-12-26 10:03:00,2025-12-26,TMT,GCH,BUY,288,253.93
253,2026-01-08 13:55:00,2026-01-08,TMT,GFY,BUY,302,90.62
254,2025-11-11 13:34:00,2025-11-11,CORE,KFZ,BUY,24,78.6
255,2025-12-05 14:04:00,2025-12-05,TMT,RNG,BUY,33,43.24
256,2025-10-23 14:35:00,2025-10-23,CORE,OFP,SELL,628,143.28
257,2026-02-03 15:23:00,2026-02-03,HEALTH,OFP,BUY,468,119.96
258,2025-12-30 09:56:00,2025-12-30,TMT,FAI,SELL,293,133.17
259,2025-12-01 13:39:00,2025-12-01,HEALTH,GNE,BUY,642,91.98
260,2025-10-20 15:11:00,2025-10-20,TMT,VQW,BUY,93,55.79
261,2025-10-14 15:10:00,2025-10-14,TMT,XCK,BUY,374,193.91
262,2026-01-02 11:09:00,2026-01-02,CORE,NCB,BUY,331,147.58
263,2025-11-03 15:00:00,2025-11-03,TMT,XCK,BUY,377,241.55
264,2025-12-19 12:11:00,2025-12-19,TMT,ZNZ,SELL,537,220.98
265,2025-11-10 13:39:00,2025-11-10,TMT,ZNZ,BUY,81,215.15
266,2026-01-06 11:15:00,2026-01-06,TMT,ZQO,BUY,62,201.86
267,2025-12-17 10:52:00,2025-12-17,TMT,FTR,BUY,423,222.14
268,2026-01-06 13:37:00,2026-01-06,HEALTH,FGY,BUY,525,169.29
269,2025-10-09 09:45:00,2025-10-09,HEALTH,LYW,SELL,374,48.93
270,2025-11-20 12:21:00,2025-11-20,CORE,GFY,BUY,389,119.15
271,2025-11-06 15:36:00,2025-11-06,HEALTH,KBJ,BUY,582,56.39
272,2025-11-03 14:00:00,2025-11-03,CORE,GFY,SELL,773,124.32
273,2025-11-19 11:57:00,2025-11-19,CORE,VQW,BUY,428,53.96
274,2025-11-21 12:03:00,2025-11-21,CORE,XCK,BUY,197,246.45
275,2026-01-14 14:16:00,2026-01-14,TMT,GGO,SELL,335,83.33
276,2025-10-17 14:03:00,2025-10-17,TMT,FAI,BUY,649,174.93
277,2026-02-02 12:37:00,2026-02-02,HEALTH,USN,BUY,358,105.27
278,2025-10-13 14:11:00,2025-10-13,CORE,KXL,SELL,489,206.19
279,2026-01-02 13:09:00,2026-01-02,TMT,QPD,BUY,499,128.3
280,2025-12-11 12:22:00,2025-12-11,CORE,FAI,SELL,326,145.56
281,2025-11-25 12:10:00,2025-11-25,HEALTH,XWH,SELL,45,132.54
282,2025-10-21 11:46:00,2025-10-21,TMT,KFZ,SELL,361,84.88
283,2026-01-13 12:51:00,2026-01-13,HEALTH,XCK,SELL,104,188.82
284,2025-10-22 10:34:00,2025-10-22,HEALTH,RNG,BUY,427,41.42
285,2025-10-27 09:55:00,2025-10-27,CORE,GNE,SELL,759,89.96
286,2025-10-28 10:14:00,2025-10-28,CORE,ZNZ,SELL,342,222.26
287,2025-10-23 11:38:00,2025-10-23,CORE,ZJO,BUY,391,113.58
288,2025-11-14 11:17:00,2025-11-14,HEALTH,QAH,BUY,182,184.3
289,2025-11-10 15:26:00,2025-11-10,CORE,KBJ,SELL,274,56.07
290,2026-02-02 12:38:00,2026-02-02,TMT,RVU,SELL,45,210.74
291,2025-10-17 13:41:00,2025-10-17,TMT,FAI,SELL,659,176.02
292,2025-12-24 15:51:00,2025-12-24,CORE,AFN,SELL,479,209.83
293,2025-12-09 12:00:00,2025-12-09,CORE,CQU,BUY,421,40.68
294,2025-10-30 15:33:00,2025-10-30,TMT,SEJ,BUY,420,229.71
295,2025-11-05 14:05:00,2025-11-05,CORE,LYW,BUY,152,48.2
296,2025-10-02 12:04:00,2025-10-02,HEALTH,FTR,SELL,627,248.83
297,2025-11-27 14:01:00,2025-11-27,HEALTH,GNE,SELL,184,92.09
298,2026-01-01 12:38:00,2026-01-01,HEALTH,QJJ,SELL,34,69.46
299,2026-01-23 13:45:00,2026-01-23,TMT,XWH,BUY,508,126.6
300,2025-10-10 15:37:00,2025-10-10,HEALTH,WAS,BUY,212,202.13
301,2026-01-05 15:38:00,2026-01-05,CORE,FGY,SELL,605,163.16
302,2026-01-29 09:43:00,2026-01-29,CORE,ZQO,SELL,596,182.69
303,2025-11-20 10:43:00,2025-11-20,TMT,XCK,BUY,368,243.63
304,2025-12-30 11:17:00,2025-12-30,CORE,GFY,SELL,652,93.47
305,2025-10-20 15:37:00,2025-10-20,TMT,NCB,BUY,727,155.36
306,2025-10-30 14:10:00,2025-10-30,TMT,CQU,SELL,398,40.2
307,2026-01-14 12:42:00,2026-01-14,HEALTH,QAH,SELL,536,149.77
308,2025-10-03 10:49:00,2025-10-03,TMT,PSB,BUY,473,37.4
309,2025-12-09 14:39:00,2025-12-09,CORE,AFQ,SELL,473,75.96
310,2026-01-05 11:44:00,2026-01-05,TMT,QCL,SELL,309,56.16
311,2025-11-19 14:29:00,2025-11-19,CORE,ZNZ,SELL,470,216.59
312,2025-11-06 12:08:00,2025-11-06,CORE,SEJ,BUY,694,236.42
313,2025-12-09 10:34:00,2025-12-09,TMT,KXL,BUY,757,289.68
314,2025-12-24 12:33:00,2025-12-24,CORE,GGO,SELL,175,78.58
315,2026-02-03 12:29:00,2026-02-03,HEALTH,CWP,SELL,510,35.74
316,2026-01-08 13:19:00,2026-01-08,TMT,KFZ,SELL,792,85.67
317,2025-12-05 11:16:00,2025-12-05,CORE,GCH,SELL,321,255.71
318,2026-01-07 15:17:00,2026-01-07,HEALTH,LYW,BUY,311,45.5
319,2025-12-19 10:55:00,2025-12-19,HEALTH,FHC,BUY,536,189.47
320,2025-10-14 14:34:00,2025-10-14,HEALTH,ZNZ,SELL,414,223.16
321,2025-11-20 13:22:00,2025-11-20,TMT,QCL,BUY,377,54.4
322,2025-12-09 12:38:00,2025-12-09,TMT,SIE,BUY,367,174.13
323,2025-10-03 13:05:00,2025-10-03,TMT,RNG,BUY,417,38.94
324,2025-10-16 13:23:00,2025-10-16,TMT,KBJ,BUY,557,61.27
325,2025-10-30 12:26:00,2025-10-30,CORE,OFP,SELL,29,143.16
326,2025-10-28 11:09:00,2025-10-28,TMT,NCB,SELL,747,151.64
327,2025-12-09 11:47:00,2025-12-09,TMT,QCL,SELL,223,55.96
328,2025-11-28 12:03:00,2025-11-28,TMT,KXL,BUY,546,257.56
329,2026-01-05 13:10:00,2026-01-05,CORE,ZJO,BUY,517,149.51
330,2026-02-03 14:35:00,2026-02-03,HEALTH,VAU,BUY,24,194.65
331,2025-11-18 14:06:00,2025-11-18,HEALTH,ZQO,SELL,610,173.93
332,2025-11-13 14:44:00,2025-11-13,TMT,ZQO,SELL,420,177.03
333,2025-12-22 12:46:00,2025-12-22,CORE,GCH,BUY,279,247.49
334,2025-12-26 14:37:00,2025-12-26,CORE,USN,SELL,653,99.88
335,2026-01-28 10:52:00,2026-01-28,TMT,KFZ,SELL,514,86.3
336,2026-01-28 12:59:00,2026-01-28,TMT,QPD,SELL,154,119.16
337,2026-01-01 12:04:00,2026-01-01,CORE,FAI,SELL,638,130.11
338,2025-10-28 11:19:00,2025-10-28,TMT,QAH,BUY,100,177.5
339,2025-12-16 10:28:00,2025-12-16,HEALTH,QPD,SELL,354,131.01
340,2025-10-09 10:57:00,2025-10-09,TMT,ZJO,SELL,528,115.89
341,2025-10-23 15:42:00,2025-10-23,TMT,GFY,BUY,482,115.01
